salesHistoryKey,propertyKey,streetAddress,salesTypeDsc,saleAmt,saleDate
145917,28623,5626 8th ST S,S-Short Sale,215000,2009-05-14
195933,38016,2004 S MONROE ST,K-Financial Institution,177000,2009-05-14
248177,60619,2720 S ARLINGTON MILL DR 606,"1-Foreclosure, Auction, Bankru",296275,2009-05-14
256527,48594,3650 S GLEBE RD 744,"1-Foreclosure, Auction, Bankru",360583,2009-05-14
155692,61110,3128 ARLINGTON BLVD,"1-Foreclosure, Auction, Bankru",629000,2009-05-14
215992,41773,833 22nd ST S,"1-Foreclosure, Auction, Bankru",388573,2009-05-14
48676,9661,4945 17th RD N,S-Short Sale,400000,2009-05-13
62264,12388,6027 21st ST N,5-Not Market Sale,525000,2009-05-13
126136,24763,1019 N EDGEWOOD ST,"1-Foreclosure, Auction, Bankru",521507,2009-05-13
165756,32455,1616 S TAYLOR ST,K-Financial Institution,410000,2009-05-13
205280,39763,3001 16th RD S,S-Short Sale,185000,2009-05-13
130053,57519,2709 ARLINGTON BLVD 00116,R-Relocation Sale/Holding Co.,317500,2009-05-13
160097,31354,838 S IRVING ST,7-Partial Interest,145000,2009-05-13
194079,37676,2616 18th ST S,K-Financial Institution,401000,2009-05-13
7738,56401,5800 35th ST N,L-Land Sale,620000,2009-05-12
233602,45278,880 N POLLARD ST 521,K-Financial Institution,299000,2009-05-12
164732,32251,2001 S RANDOLPH ST,"1-Foreclosure, Auction, Bankru",350991,2009-05-11
210760,40772,1101 S ARLINGTON RIDGE RD 1010,E-Estate Sale,480000,2009-05-11
221703,42919,3103 S FOX ST,"1-Foreclosure, Auction, Bankru",303201,2009-05-11
206706,40033,1712 13th RD S,K-Financial Institution,350000,2009-05-11
5237,63374,6053 25th RD N,E-Estate Sale,637000,2009-05-08
91440,17965,900 N TAYLOR ST 1711,"4-Multiple RPCs, Not A Coded S",515000,2009-05-08
91496,17973,900 N TAYLOR ST 1727,"4-Multiple RPCs, Not A Coded S",515000,2009-05-08
103976,52925,1725 QUEENS LN 1-112,K-Financial Institution,300000,2009-05-08
172800,58339,1510 S GEORGE MASON DR 03,"1-Foreclosure, Auction, Bankru",125273,2009-05-08
239434,46042,1001 N RANDOLPH ST 102,"1-Foreclosure, Auction, Bankru",201118,2009-05-08
195971,67779,2100 S MONROE ST,K-Financial Institution,232000,2009-05-07
259460,49050,2658 S KENMORE CT,B-Not Previously Assessed,599990,2009-05-07
233051,45168,961 S RANDOLPH ST,S-Short Sale,495000,2009-05-06
109901,21538,1600 N OAK ST 1416,"1-Foreclosure, Auction, Bankru",304824,2009-05-06
150319,58176,3601 5th ST S 301,K-Financial Institution,137900,2009-05-05
166263,32552,1521 S GEORGE MASON DR 12,K-Financial Institution,128000,2009-05-05
127181,24961,712 N CLEVELAND ST,L-Land Sale,695000,2009-05-05
7050,1395,3618 JOHN MARSHALL DR,L-Land Sale,605000,2009-05-05
236144,69054,1021 N GARFIELD ST 628,"1-Foreclosure, Auction, Bankru",295521,2009-05-04
47141,9387,2206 N EMERSON ST,K-Financial Institution,785000,2009-05-04
158721,31082,2001 6th ST S,"1-Foreclosure, Auction, Bankru",198400,2009-05-01
147364,28894,5353 COLUMBIA PIKE 412,"1-Foreclosure, Auction, Bankru",158793,2009-05-01
234023,45350,801 S GREENBRIER ST 121,"1-Foreclosure, Auction, Bankru",231030,2009-05-01
860,56175,6825 WILLIAMSBURG BLVD,S-Short Sale,1025000,2009-04-30
177943,34674,2548 A S ARLINGTON MILL DR 00001,E-Estate Sale,395000,2009-04-30
56396,11215,1712 PATRICK HENRY DR,S-Short Sale,500000,2009-04-30
232883,45134,2904 22nd ST N,"4-Multiple RPCs, Not A Coded S",735000,2009-04-30
243815,46837,3466 25th CT S,"4-Multiple RPCs, Not A Coded S",1064087,2009-04-30
90457,64968,900 N TAYLOR ST 824,E-Estate Sale,180000,2009-04-30
175693,67154,2903 A S WOODLEY ST 00001,K-Financial Institution,299900,2009-04-30
55430,11016,2022 N KENSINGTON ST,E-Estate Sale,656000,2009-04-30
215393,41658,620 20th ST S,"1-Foreclosure, Auction, Bankru",325000,2009-04-30
232893,68967,22nd ST N,"4-Multiple RPCs, Not A Coded S",735000,2009-04-30
207042,40103,1805 CRYSTAL DR 0407S,A-Correction Deed,413000,2009-04-30
243821,60523,3464 25th CT S,"4-Multiple RPCs, Not A Coded S",759937,2009-04-30
243826,46838,3462 25th CT S,"4-Multiple RPCs, Not A Coded S",1064087,2009-04-30
243886,69254,3453 25th CT S,"4-Multiple RPCs, Not A Coded S",759937,2009-04-30
249626,47640,3465 25th CT S,"4-Multiple RPCs, Not A Coded S",1064087,2009-04-30
249630,47641,3467 25th CT S,"4-Multiple RPCs, Not A Coded S",1064087,2009-04-30
249634,60658,3469 25th CT S,"4-Multiple RPCs, Not A Coded S",759937,2009-04-30
235471,60309,1021 N GARFIELD ST 408,"1-Foreclosure, Auction, Bankru",177877,2009-04-29
233997,45345,801 S GREENBRIER ST 113,S-Short Sale,255000,2009-04-29
172696,58336,1506 S GEORGE MASON DR 02,K-Financial Institution,153900,2009-04-28
96025,18846,1710 N ADAMS ST,L-Land Sale,275000,2009-04-28
209796,68211,1331 S EADS ST,"4-Multiple RPCs, Not A Coded S",109700000,2009-04-28
6247,1236,2331 N UNDERWOOD ST,E-Estate Sale,585000,2009-04-28
209806,40606,1221 S EADS ST,"4-Multiple RPCs, Not A Coded S",109700000,2009-04-28
143227,66685,5111 8th RD S 407,K-Financial Institution,84000,2009-04-28
72466,65510,600 N ABINGDON ST,R-Relocation Sale/Holding Co.,1079900,2009-04-27
160563,31436,3218 9th ST S,K-Financial Institution,292000,2009-04-27
198223,38433,3609 25th ST S,K-Financial Institution,153000,2009-04-27
199203,38593,3400 25th ST S 20,K-Financial Institution,87500,2009-04-27
173800,67099,4600 S FOUR MILE RUN DR 0622,K-Financial Institution,123000,2009-04-27
72849,65521,5001 6th ST N,E-Estate Sale,495000,2009-04-24
143909,28248,822 S ARLINGTON MILL DR 2-103,K-Financial Institution,140000,2009-04-24
254709,48339,S KENT ST,L-Land Sale,4500,2009-04-24
202818,39285,3225 13th ST S,K-Financial Institution,315000,2009-04-24
12220,2412,2613 N HARRISON ST,K-Financial Institution,618000,2009-04-24
90216,17818,900 N TAYLOR ST 620,E-Estate Sale,300000,2009-04-24
145984,66766,5512 8th ST S,K-Financial Institution,227051,2009-04-24
172655,33725,1504 S GEORGE MASON DR 02,K-Financial Institution,144500,2009-04-24
228139,60049,1910 N ADAMS ST,R-Relocation Sale/Holding Co.,665000,2009-04-24
86812,17207,3800 FAIRFAX DR 2-4,"4-Multiple RPCs, Not A Coded S",410000,2009-04-23
85785,53465,3800 FAIRFAX DR 0514,"4-Multiple RPCs, Not A Coded S",457000,2009-04-23
146186,28673,5426 8th RD S,S-Short Sale,214000,2009-04-23
262853,49717,2806 4th ST N,L-Land Sale,460000,2009-04-23
244973,60557,2001 15th ST N 114,K-Financial Institution,540000,2009-04-22
145391,28517,655 S ILLINOIS ST,S-Short Sale,420000,2009-04-21
166719,32632,4932 25th ST S,"1-Foreclosure, Auction, Bankru",235100,2009-04-21
195034,37852,2047 S LINCOLN ST,K-Financial Institution,235000,2009-04-21
88969,17592,900 N STAFFORD ST 2325,E-Estate Sale,500000,2009-04-20
154763,30326,2415 1st ST S,"1-Foreclosure, Auction, Bankru",430500,2009-04-20
237435,45820,5318 8TH RD S 6,K-Financial Institution,94000,2009-04-20
228138,60049,1910 N ADAMS ST,R-Relocation Sale/Holding Co.,665000,2009-04-17
170693,67000,1124 S EDISON ST,"1-Foreclosure, Auction, Bankru",422320,2009-04-17
172200,58321,1017 S BUCHANAN ST,S-Short Sale,255000,2009-04-17
147316,66811,5353 COLUMBIA PIKE 403,K-Financial Institution,85000,2009-04-16
122922,66019,1276 N WAYNE ST 801,E-Estate Sale,467000,2009-04-16
245899,60571,2001 15th ST N 708,K-Financial Institution,540000,2009-04-16
249723,47651,2200 N WESTMORELAND ST 212,C-Condo Parking Space,20000,2009-04-16
171570,33511,4918 CHESTERFIELD RD,K-Financial Institution,299900,2009-04-16
97138,19093,3102 17th ST N,L-Land Sale,824000,2009-04-15
205826,39872,1615 13th ST S,"1-Foreclosure, Auction, Bankru",255000,2009-04-14
115072,22525,1200 N NASH ST 0519,7-Partial Interest,326750,2009-04-14
143613,28198,750 S DICKERSON ST 104,K-Financial Institution,75000,2009-04-14
196136,38046,2115 S OAKLAND ST,"1-Foreclosure, Auction, Bankru",314141,2009-04-14
147427,28905,5353 COLUMBIA PIKE 601,K-Financial Institution,130000,2009-04-13
256802,60822,1127 N STUART ST # 1,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256823,48646,1127 N STUART ST # 2,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256834,60823,1127 N STUART ST # 3,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256847,48647,1127 N STUART ST # 6,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256846,48647,1127 N STUART ST # 6,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256867,48649,1127 N STUART ST # 5,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256858,48648,1127 N STUART ST # 7,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256879,48650,1127 N STUART ST # 8,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256878,48650,1127 N STUART ST # 8,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
55984,11130,1913 N NOTTINGHAM ST,7-Partial Interest,220000,2009-04-13
256801,60822,1127 N STUART ST # 1,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256813,48645,1127 N STUART ST # 4,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
256833,60823,1127 N STUART ST # 3,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256812,48645,1127 N STUART ST # 4,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256857,48648,1127 N STUART ST # 7,"4-Multiple RPCs, Not A Coded S",2030000,2009-04-13
256824,48646,1127 N STUART ST # 2,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
259489,69623,2644 S KENMORE CT,B-Not Previously Assessed,614788,2009-04-13
256868,48649,1127 N STUART ST # 5,"1-Foreclosure, Auction, Bankru",1150000,2009-04-13
51921,10324,5537 14th RD N,5-Not Market Sale,460000,2009-04-10
228287,44045,5718 ARLINGTON BLVD,K-Financial Institution,640000,2009-04-10
233041,45167,977 S RANDOLPH ST,"1-Foreclosure, Auction, Bankru",388889,2009-04-09
233042,45167,977 S RANDOLPH ST,A-Correction Deed,388899,2009-04-09
138640,57801,4370 N PERSHING DR 43703,E-Estate Sale,278500,2009-04-09
173224,33826,4600 S FOUR MILE RUN DR 0312,"1-Foreclosure, Auction, Bankru",98455,2009-04-09
215173,41617,606 18th ST S,"4-Multiple RPCs, Not A Coded S",600000,2009-04-08
215178,41618,600 18th ST S,"4-Multiple RPCs, Not A Coded S",600000,2009-04-08
22839,4551,3037 N STAFFORD ST,5-Not Market Sale,615000,2009-04-07
166466,32587,1339 S COLUMBUS ST,K-Financial Institution,324700,2009-04-07
262843,49715,2235 FAIRFAX DR,B-Not Previously Assessed,1043270,2009-04-07
157484,30853,2800 2nd ST S,"1-Foreclosure, Auction, Bankru",485092,2009-04-07
66624,65317,6069 WILSON BLVD,K-Financial Institution,412000,2009-04-06
249842,69390,2200 N WESTMORELAND ST 228,K-Financial Institution,400000,2009-04-06
13943,2758,2301 N GREENBRIER CT,5-Not Market Sale,460000,2009-04-06
162009,31720,816 S ORME ST,S-Short Sale,253000,2009-04-06
237441,45821,5320 8TH RD S 1,K-Financial Institution,99500,2009-04-06
168051,52793,5010 COLUMBIA PIKE 1,"1-Foreclosure, Auction, Bankru",69226,2009-04-06
91261,17945,900 N TAYLOR ST 1531,E-Estate Sale,190000,2009-04-03
142863,28071,5601 7th ST S,"1-Foreclosure, Auction, Bankru",219001,2009-04-03
236113,45636,1021 N GARFIELD ST 623,K-Financial Institution,298500,2009-04-03
118558,23250,1111 ARLINGTON BLVD 508,K-Financial Institution,185900,2009-04-03
22769,4537,4212 31st ST N,E-Estate Sale,605000,2009-04-02
24111,55844,3401 N VENICE ST,S-Short Sale,1324000,2009-04-01
164571,32220,1925 S QUEBEC ST,"1-Foreclosure, Auction, Bankru",344314,2009-04-01
22740,55800,3001 N STUART ST,5-Not Market Sale,685000,2009-03-31
233601,45278,880 N POLLARD ST 521,"1-Foreclosure, Auction, Bankru",299000,2009-03-31
51920,10324,5537 14th RD N,E-Estate Sale,340000,2009-03-31
147452,28908,5353 COLUMBIA PIKE 606,K-Financial Institution,85000,2009-03-31
193752,37620,2819 18th ST S,K-Financial Institution,342000,2009-03-31
155291,61096,105 S FENWICK ST,K-Financial Institution,385000,2009-03-31
193835,37633,3507 19th ST S,K-Financial Institution,240000,2009-03-31
49389,55575,2000 N GEORGE MASON DR,2-Sale or Gift to Relative,461000,2009-03-30
85493,53456,3800 FAIRFAX DR 0105,"4-Multiple RPCs, Not A Coded S",380000,2009-03-30
87342,17297,3800 FAIRFAX DR 3-6,C-Condo Parking Space,20000,2009-03-30
203122,39349,2600 13th RD S 386,E-Estate Sale,240000,2009-03-30
259498,49057,2640 S KENMORE CT,B-Not Previously Assessed,566432,2009-03-30
259501,69624,2638 S KENMORE CT,B-Not Previously Assessed,614661,2009-03-30
683,56168,6614 32nd ST N,L-Land Sale,595000,2009-03-30
259505,49058,2636 S KENMORE CT,B-Not Previously Assessed,647766,2009-03-30
87676,17354,3800 FAIRFAX DR 376AB,"4-Multiple RPCs, Not A Coded S",380000,2009-03-30
159828,31305,808 S IVY ST,S-Short Sale,390000,2009-03-30
259484,49055,2646 S KENMORE CT,B-Not Previously Assessed,690442,2009-03-30
203037,59269,2708 13th ST S,R-Relocation Sale/Holding Co.,510000,2009-03-27
259493,49056,2642 S KENMORE CT,B-Not Previously Assessed,614335,2009-03-27
102360,52874,1828 N ODE ST,K-Financial Institution,595000,2009-03-27
143720,28214,750 S DICKERSON ST 212,K-Financial Institution,85000,2009-03-27
262888,49727,823 N HARRISON ST,B-Not Previously Assessed,1105000,2009-03-27
197262,38259,2445 S NELSON ST,"1-Foreclosure, Auction, Bankru",130252,2009-03-27
96336,53780,1807 N HARTFORD ST,B-Not Previously Assessed,1700000,2009-03-26
40606,8079,2128 N BRANDYWINE ST,R-Relocation Sale/Holding Co.,475000,2009-03-26
48718,9670,5111 19th RD N,"1-Foreclosure, Auction, Bankru",386784,2009-03-26
146834,28794,5565 COLUMBIA PIKE 703,K-Financial Institution,155670,2009-03-26
195818,37998,2117 S NELSON ST,K-Financial Institution,320000,2009-03-26
53887,10714,5111 19th ST N,"1-Foreclosure, Auction, Bankru",373746,2009-03-26
198435,67853,2424 S OAKLAND ST,K-Financial Institution,160000,2009-03-26
42669,62407,4360 LEE HWY 101,K-Financial Institution,176500,2009-03-25
199275,38603,3404 25th ST S 35,K-Financial Institution,89250,2009-03-25
211955,41008,1300 ARMY NAVY DR 0714,E-Estate Sale,370000,2009-03-25
241173,46390,2030 N WOODROW ST B,K-Financial Institution,134000,2009-03-25
255787,48485,3650 S GLEBE RD 261,R-Relocation Sale/Holding Co.,465000,2009-03-25
147536,28923,5000 9th ST S,"1-Foreclosure, Auction, Bankru",341303,2009-03-25
195970,67779,2100 S MONROE ST,"1-Foreclosure, Auction, Bankru",207897,2009-03-25
203036,59269,2708 13th ST S,R-Relocation Sale/Holding Co.,512000,2009-03-24
229655,44306,851 N GLEBE RD 1604,R-Relocation Sale/Holding Co.,530000,2009-03-24
149739,29342,407 S PERSHING DR,K-Financial Institution,475000,2009-03-23
51976,10335,1447 N INGLEWOOD ST,E-Estate Sale,575000,2009-03-20
229424,60094,851 N GLEBE RD 902,"1-Foreclosure, Auction, Bankru",268948,2009-03-20
99090,19484,1110 N JOHNSON ST,K-Financial Institution,812500,2009-03-20
146134,28666,5600 8th ST S,"1-Foreclosure, Auction, Bankru",228249,2009-03-20
166929,32670,2205 S BUCHANAN ST,E-Estate Sale,440000,2009-03-20
233806,45313,880 N POLLARD ST 827,"1-Foreclosure, Auction, Bankru",276000,2009-03-20
259451,49048,2662 S KENMORE CT,B-Not Previously Assessed,599990,2009-03-20
223792,43345,2739 S UHLE ST,K-Financial Institution,250000,2009-03-19
137063,26935,307 N GEORGE MASON DR,8-Gov't Agencies Acquisition,34527321,2009-03-19
169538,52835,5300 COLUMBIA PIKE 1011,"1-Foreclosure, Auction, Bankru",50100,2009-03-18
143105,28115,5111 8th RD S 207,K-Financial Institution,54850,2009-03-18
251684,47885,3600 S GLEBE RD 717W,K-Financial Institution,461000,2009-03-18
169485,33115,5300 COLUMBIA PIKE 913,K-Financial Institution,224900,2009-03-17
172975,58345,4600 S FOUR MILE RUN DR 0132,K-Financial Institution,145000,2009-03-17
194533,37762,3104 19th ST S,K-Financial Institution,175000,2009-03-17
201357,39016,2801 B 16th RD S 2801B,K-Financial Institution,155000,2009-03-17
234069,45359,801 S GREENBRIER ST 210,K-Financial Institution,239900,2009-03-17
39056,7788,2020 N LINCOLN ST,K-Financial Institution,489980,2009-03-17
86827,17211,3800 FAIRFAX DR 2-9,"4-Multiple RPCs, Not A Coded S",497000,2009-03-16
144776,58001,5000 7th RD S T1,K-Financial Institution,170000,2009-03-16
85757,17010,3800 FAIRFAX DR 0504,"4-Multiple RPCs, Not A Coded S",497000,2009-03-16
86830,17212,3800 FAIRFAX DR 2-10,"4-Multiple RPCs, Not A Coded S",497000,2009-03-16
150318,58176,3601 5th ST S 301,"1-Foreclosure, Auction, Bankru",130597,2009-03-16
36891,7349,4140 21st RD N,S-Short Sale,373450,2009-03-13
144763,28403,5000 7th RD S 301,"1-Foreclosure, Auction, Bankru",169150,2009-03-13
262849,49716,316 N EDGEWOOD ST,5-Not Market Sale,480000,2009-03-13
34348,55083,2301 N LINCOLN ST,2-Sale or Gift to Relative,605000,2009-03-13
166216,32543,1519 S GEORGE MASON DR 11,"1-Foreclosure, Auction, Bankru",120000,2009-03-13
166465,32587,1339 S COLUMBUS ST,"1-Foreclosure, Auction, Bankru",300780,2009-03-12
132108,25942,616 N JACKSON ST,L-Land Sale,505000,2009-03-12
168828,33004,5200 11th ST S,"1-Foreclosure, Auction, Bankru",465000,2009-03-12
235817,60316,1021 N GARFIELD ST 520,K-Financial Institution,355000,2009-03-10
154797,30331,2400 ARLINGTON BLVD,K-Financial Institution,380000,2009-03-09
201205,38995,2908 A 16th RD S 2908A,K-Financial Institution,138900,2009-03-09
146474,28727,833 S HARRISON ST,"1-Foreclosure, Auction, Bankru",173248,2009-03-09
118308,23195,1111 ARLINGTON BLVD 331,E-Estate Sale,205000,2009-03-09
142116,27914,5801 5th RD S,K-Financial Institution,452000,2009-03-09
223910,68671,2742 S TROY ST,K-Financial Institution,225000,2009-03-09
182424,35465,4719 29th ST S C2,K-Financial Institution,222500,2009-03-09
228286,44045,5718 ARLINGTON BLVD,"1-Foreclosure, Auction, Bankru",652696,2009-03-09
221592,68592,3115 S HAYES ST,K-Financial Institution,248900,2009-03-09
102359,52874,1828 N ODE ST,"1-Foreclosure, Auction, Bankru",490000,2009-03-09
147315,66811,5353 COLUMBIA PIKE 403,"1-Foreclosure, Auction, Bankru",103949,2009-03-09
226407,43774,2707 11th ST N,7-Partial Interest,475300,2009-03-09
70375,14081,842 N HARRISON ST,S-Short Sale,850000,2009-03-06
195955,67778,2022 S MONROE ST,K-Financial Institution,180000,2009-03-06
88350,64906,900 N STAFFORD ST 1405,"4-Multiple RPCs, Not A Coded S",453000,2009-03-06
65461,13064,1047 N MANCHESTER ST,E-Estate Sale,535000,2009-03-06
89797,17755,901 N STUART ST 4-170,"4-Multiple RPCs, Not A Coded S",453000,2009-03-06
146698,28772,5565 COLUMBIA PIKE 501,"1-Foreclosure, Auction, Bankru",238991,2009-03-06
198105,67844,2415 S MONROE ST,K-Financial Institution,184000,2009-03-06
255786,48485,3650 S GLEBE RD 261,R-Relocation Sale/Holding Co.,464575,2009-03-06
22663,4516,2533 N UPLAND ST,2-Sale or Gift to Relative,400000,2009-03-05
237434,45820,5318 8TH RD S 6,"1-Foreclosure, Auction, Bankru",95286,2009-03-04
42374,8414,2026 N VERMONT ST 101,"1-Foreclosure, Auction, Bankru",191250,2009-03-03
99695,19599,1209 N NELSON ST,E-Estate Sale,676000,2009-03-02
67637,13523,5870 1st ST N,E-Estate Sale,375000,2009-03-02
76734,54285,5322 N CARLIN SPRINGS RD,E-Estate Sale,500000,2009-02-27
145724,28581,5610 7th RD S,K-Financial Institution,220000,2009-02-27
173074,33798,4600 S FOUR MILE RUN DR 0215,"1-Foreclosure, Auction, Bankru",194182,2009-02-27
173798,67099,4600 S FOUR MILE RUN DR 0622,"1-Foreclosure, Auction, Bankru",140000,2009-02-27
251498,47860,3600 S GLEBE RD 610W,"1-Foreclosure, Auction, Bankru",455000,2009-02-27
72517,14477,4736 WILSON BLVD,"1-Foreclosure, Auction, Bankru",355410,2009-02-27
160037,31343,819 S IVY ST,K-Financial Institution,259900,2009-02-27
121827,23937,1021 ARLINGTON BLVD 824,K-Financial Institution,145000,2009-02-26
145052,28455,5065 7th RD S T1,K-Financial Institution,180000,2009-02-26
163342,31989,1501 S QUINCY ST,K-Financial Institution,375000,2009-02-26
166262,32552,1521 S GEORGE MASON DR 12,"1-Foreclosure, Auction, Bankru",98308,2009-02-26
237038,45753,5214 8TH RD S 6,K-Financial Institution,103000,2009-02-26
92050,18053,802 N WAKEFIELD ST,M-Multiple RPCs Land Sale,3802000,2009-02-25
198077,67842,2400 S KENMORE ST,8-Gov't Agencies Acquisition,210000,2009-02-25
92047,18052,4525 WILSON BLVD,M-Multiple RPCs Land Sale,3802000,2009-02-25
136199,26758,4141 HENDERSON RD 713,7-Partial Interest,84000,2009-02-25
229654,44306,851 N GLEBE RD 1604,R-Relocation Sale/Holding Co.,530000,2009-02-25
175692,67154,2903 A S WOODLEY ST 00001,"1-Foreclosure, Auction, Bankru",289000,2009-02-25
252451,48015,820 N POLLARD ST 716,C-Condo Parking Space,30000,2009-02-25
259455,49049,2660 S KENMORE CT,B-Not Previously Assessed,600240,2009-02-25
182747,58637,2868 S ABINGDON ST C2,7-Partial Interest,131550,2009-02-24
48684,9662,4933 17th RD N,K-Financial Institution,325000,2009-02-23
138404,57795,216 N GEORGE MASON DR 216-2,"1-Foreclosure, Auction, Bankru",176000,2009-02-23
222927,43181,2607 S TROY ST,E-Estate Sale,252300,2009-02-23
45714,55454,1219 N ABINGDON ST,"1-Foreclosure, Auction, Bankru",541399,2009-02-23
145330,28507,4915 7th RD S 4915,K-Financial Institution,315000,2009-02-23
99505,53889,1203 N QUINCY ST,"1-Foreclosure, Auction, Bankru",437000,2009-02-23
72465,65510,600 N ABINGDON ST,R-Relocation Sale/Holding Co.,1079900,2009-02-20
